Method,Num Questions,Exact Match,F1 Score,ROUGE-L,BLEU Score,Retrieval Recall,Avg Response Time,Std Response Time
knowledge_graph,12,0.0000,0.1147,0.0985,0.0031,0.0334,7.1392,2.0562
